continent_code,date,cases,deaths
AF,2020-06-09,198553,5372
AF,2020-06-10,205146,5571
AF,2020-06-11,211746,5720
AF,2020-06-12,219146,5895
AF,2020-06-13,226502,6112
AF,2020-06-14,234785,6326
AF,2020-06-15,244688,6545
AF,2020-06-16,253232,6777
AF,2020-06-17,260941,6991
AF,2020-06-18,269626,7223
AF,2020-06-19,277627,7424
AF,2020-06-20,287725,7686
AF,2020-06-21,298196,7907
AF,2020-06-22,307542,8119
AF,2020-06-23,317035,8340
AF,2020-06-24,326074,8615
AF,2020-06-25,337204,8865
AF,2020-06-26,349577,9080
AF,2020-06-27,361146,9293
AF,2020-06-28,373289,9495
AF,2020-06-29,384313,9674
AF,2020-06-30,395086,9893
AF,2020-07-01,406500,10163
AF,2020-07-02,420083,10423
AF,2020-07-03,433455,10660
AF,2020-07-04,447856,10885
AF,2020-07-05,464086,11090
AF,2020-07-06,479129,11384
AF,2020-07-07,493131,11643
AF,2020-07-08,510105,11998
AF,2020-07-09,524223,12233
AF,2020-07-10,543154,12474
AF,2020-07-11,559882,12758
AF,2020-07-12,578899,12989
AF,2020-07-13,596367,13246
AF,2020-07-14,612776,13513
AF,2020-07-15,627492,13812
AF,2020-07-16,646011,14055
AF,2020-07-17,667043,14426
AF,2020-07-18,686342,14715
AF,2020-07-19,705293,14993
AF,2020-07-20,724596,15206
AF,2020-07-21,739652,15467
AF,2020-07-22,753437,15791
AF,2020-07-23,773091,16476
AF,2020-07-24,791249,16745
AF,2020-07-25,813230,17130
AF,2020-07-26,831027,17547
AS,2020-01-11,41,1
AS,2020-01-12,41,1
AS,2020-01-13,42,1
AS,2020-01-14,43,1
AS,2020-01-15,43,1
AS,2020-01-16,43,1
AS,2020-01-17,48,2
AS,2020-01-18,65,2
AS,2020-01-19,125,3
AS,2020-01-20,202,4
AS,2020-01-21,295,6
AS,2020-01-22,449,9
AS,2020-01-23,582,17
AS,2020-01-24,849,25
AS,2020-01-25,1315,41
AS,2020-01-26,2008,56
AS,2020-01-27,2791,80
AS,2020-01-28,4574,106
AS,2020-01-29,6050,132
AS,2020-01-30,7805,170
AS,2020-01-31,9805,213
AS,2020-02-01,11915,259
AS,2020-02-02,14510,305
AS,2020-02-03,17339,362
AS,2020-02-04,20593,426
AS,2020-02-05,24495,492
AS,2020-02-06,28203,565
AS,2020-02-07,31359,638
AS,2020-02-08,34764,724
AS,2020-02-09,37426,813
AS,2020-02-10,40415,910
AS,2020-02-11,42894,1018
AS,2020-02-12,44920,1115
AS,2020-02-13,60086,1370
AS,2020-02-14,64153,1383
AS,2020-02-15,66818,1526
AS,2020-02-16,68837,1668
AS,2020-02-17,70898,1774
AS,2020-02-18,72803,1872
AS,2020-02-19,74580,2010
AS,2020-02-20,75053,2126
AS,2020-02-21,76075,2246
AS,2020-02-22,77171,2357
AS,2020-02-23,78016,2457
AS,2020-02-24,78511,2616
AS,2020-02-25,79235,2693
AS,2020-02-26,80045,2753
AS,2020-02-27,81130,2791
AS,2020-02-28,82212,2844
AS,2020-02-29,83713,2904
AS,2020-03-01,84896,2942
AS,2020-03-02,86567,3011
AS,2020-03-03,88175,3059
AS,2020-03-04,89434,3118
AS,2020-03-05,90722,3167
AS,2020-03-06,92724,3223
AS,2020-03-07,94504,3274
AS,2020-03-08,95815,3358
AS,2020-03-09,96863,3428
AS,2020-03-10,98024,3502
AS,2020-03-11,99780,3599
AS,2020-03-12,101272,3697
AS,2020-03-13,102752,3798
AS,2020-03-14,104799,3917
AS,2020-03-15,106587,4056
AS,2020-03-16,108393,4203
AS,2020-03-17,110248,4364
AS,2020-03-18,112366,4547
AS,2020-03-19,114779,4734
AS,2020-03-20,117116,4915
AS,2020-03-21,119423,5061
AS,2020-03-22,121256,5217
AS,2020-03-23,124007,5386
AS,2020-03-24,127404,5541
AS,2020-03-25,132364,5722
AS,2020-03-26,136127,5943
AS,2020-03-27,141289,6130
AS,2020-03-28,146533,6321
AS,2020-03-29,151877,6516
AS,2020-03-30,157544,6691
AS,2020-03-31,163015,6884
AS,2020-04-01,169147,7108
AS,2020-04-02,174767,7295
AS,2020-04-03,181043,7506
AS,2020-04-04,187485,7755
AS,2020-04-05,193659,7980
AS,2020-04-06,200372,8213
AS,2020-04-07,206380,8417
AS,2020-04-08,213341,8665
AS,2020-04-09,218558,8895
AS,2020-04-10,224561,9119
AS,2020-04-11,231853,9409
AS,2020-04-12,238529,9708
AS,2020-04-13,245509,9952
AS,2020-04-14,252731,10208
AS,2020-04-15,259793,10409
AS,2020-04-16,267895,10677
AS,2020-04-17,275827,12166
AS,2020-04-18,283938,12372
AS,2020-04-19,292546,12609
AS,2020-04-20,300883,12825
AS,2020-04-21,310897,13080
AS,2020-04-22,319142,13397
AS,2020-04-23,328638,13610
AS,2020-04-24,338431,13862
AS,2020-04-25,348188,14127
AS,2020-04-26,358666,14344
AS,2020-04-27,367273,14563
AS,2020-04-28,376297,14792
AS,2020-04-29,385634,15051
AS,2020-04-30,396343,15315
AS,2020-05-01,406913,15576
AS,2020-05-02,417182,15840
AS,2020-05-03,428529,16110
AS,2020-05-04,438961,16348
AS,2020-05-05,453052,16723
AS,2020-05-06,465127,17066
AS,2020-05-07,479869,17393
AS,2020-05-08,494163,17666
AS,2020-05-09,507326,17946
AS,2020-05-10,523584,18251
AS,2020-05-11,538455,18505
AS,2020-05-12,555038,18802
AS,2020-05-13,571219,19111
AS,2020-05-14,588392,19458
AS,2020-05-15,606361,19786
AS,2020-05-16,623668,20082
AS,2020-05-17,641875,20420
AS,2020-05-18,662518,20800
AS,2020-05-19,683003,21140
AS,2020-05-20,703177,21488
AS,2020-05-21,726091,21837
AS,2020-05-22,740706,22165
AS,2020-05-23,764134,22497
AS,2020-05-24,786990,22861
AS,2020-05-25,809706,23210
AS,2020-05-26,829883,23530
AS,2020-05-27,850645,23944
AS,2020-05-28,873262,24356
AS,2020-05-29,898658,24787
AS,2020-05-30,925328,25348
AS,2020-05-31,953858,25863
AS,2020-06-01,977336,26305
AS,2020-06-02,1005194,26809
AS,2020-06-03,1034870,27345
AS,2020-06-04,1066884,27938
AS,2020-06-05,1098664,28502
AS,2020-06-06,1130652,29152
AS,2020-06-07,1164284,29791
AS,2020-06-08,1196119,30352
AS,2020-06-09,1227728,31043
AS,2020-06-10,1261427,31717
AS,2020-06-11,1296744,32475
AS,2020-06-12,1332456,33280
AS,2020-06-13,1371701,34058
AS,2020-06-14,1409568,34792
AS,2020-06-15,1445824,35563
AS,2020-06-16,1480071,36450
AS,2020-06-17,1517675,38967
AS,2020-06-18,1557266,39851
AS,2020-06-19,1597377,40699
AS,2020-06-20,1638785,41625
AS,2020-06-21,1680150,42494
AS,2020-06-22,1719050,43424
AS,2020-06-23,1759325,44213
AS,2020-06-24,1801448,45144
AS,2020-06-25,1845025,46148
AS,2020-06-26,1888342,47053
AS,2020-06-27,1934045,47983
AS,2020-06-28,1980971,48906
AS,2020-06-29,2026985,49757
AS,2020-06-30,2069348,50763
AS,2020-07-01,2125848,51901
AS,2020-07-02,2173676,52903
AS,2020-07-03,2222984,53840
AS,2020-07-04,2274890,54827
AS,2020-07-05,2327321,56039
AS,2020-07-06,2378936,57093
AS,2020-07-07,2427506,58161
AS,2020-07-08,2476553,59303
AS,2020-07-09,2531323,60339
AS,2020-07-10,2586518,61448
AS,2020-07-11,2641521,62530
AS,2020-07-12,2696449,63681
AS,2020-07-13,2751169,65002
AS,2020-07-14,2805263,66170
AS,2020-07-15,2859904,67347
AS,2020-07-16,2918868,68539
AS,2020-07-17,2981311,69855
AS,2020-07-18,3053714,71848
AS,2020-07-19,3119006,73118
AS,2020-07-20,3183032,74685
AS,2020-07-21,3244612,75905
AS,2020-07-22,3309201,77185
AS,2020-07-23,3381881,79018
AS,2020-07-24,3457798,80446
AS,2020-07-25,3532453,81812
AS,2020-07-26,3607237,83067
EU,2020-01-24,3,0
EU,2020-01-25,3,0
EU,2020-01-26,3,0
EU,2020-01-27,3,0
EU,2020-01-28,8,0
EU,2020-01-29,11,0
EU,2020-01-30,13,0
EU,2020-01-31,21,0
EU,2020-02-01,22,0
EU,2020-02-02,25,0
EU,2020-02-03,25,0
EU,2020-02-04,28,0
EU,2020-02-05,28,0
EU,2020-02-06,29,0
EU,2020-02-07,32,0
EU,2020-02-08,37,0
EU,2020-02-09,38,0
EU,2020-02-10,39,0
EU,2020-02-11,45,0
EU,2020-02-12,45,0
EU,2020-02-13,46,1
EU,2020-02-14,46,1
EU,2020-02-15,46,2
EU,2020-02-16,47,2
EU,2020-02-17,47,2
EU,2020-02-18,47,2
EU,2020-02-19,47,2
EU,2020-02-20,47,2
EU,2020-02-21,48,2
EU,2020-02-22,55,4
EU,2020-02-23,168,4
EU,2020-02-24,278,9
EU,2020-02-25,378,14
EU,2020-02-26,480,15
EU,2020-02-27,764,20
EU,2020-02-28,1120,24
EU,2020-02-29,1442,32
EU,2020-03-01,2141,38
EU,2020-03-02,2717,56
EU,2020-03-03,3391,86
EU,2020-03-04,4299,115
EU,2020-03-05,5716,161
EU,2020-03-06,7424,217
EU,2020-03-07,9473,260
EU,2020-03-08,11871,419
EU,2020-03-09,14559,546
EU,2020-03-10,17635,747
EU,2020-03-11,22307,1005
EU,2020-03-12,26952,1262
EU,2020-03-13,34600,1638
EU,2020-03-14,43388,1943
EU,2020-03-15,53045,2531
EU,2020-03-16,62729,3115
EU,2020-03-17,73274,3766
EU,2020-03-18,85107,4588
EU,2020-03-19,102189,5558
EU,2020-03-20,126784,6866
EU,2020-03-21,146673,8449
EU,2020-03-22,154061,9097
EU,2020-03-23,166755,10720
EU,2020-03-24,198636,12509
EU,2020-03-25,223334,14688
EU,2020-03-26,253902,16962
EU,2020-03-27,289716,19433
EU,2020-03-28,326814,22285
EU,2020-03-29,361929,25031
EU,2020-03-30,391681,27716
EU,2020-03-31,422541,30791
EU,2020-04-01,463549,34173
EU,2020-04-02,502055,37746
EU,2020-04-03,539230,41232
EU,2020-04-04,579646,46340
EU,2020-04-05,616237,50504
EU,2020-04-06,648765,53710
EU,2020-04-07,679717,57375
EU,2020-04-08,712840,62437
EU,2020-04-09,752581,66384
EU,2020-04-10,792351,71233
EU,2020-04-11,831671,75547
EU,2020-04-12,871071,79115
EU,2020-04-13,902388,82275
EU,2020-04-14,931367,85631
EU,2020-04-15,969168,89785
EU,2020-04-16,1001860,94459
EU,2020-04-17,1038555,98525
EU,2020-04-18,1072932,102272
EU,2020-04-19,1105874,105916
EU,2020-04-20,1129617,108393
EU,2020-04-21,1165595,111314
EU,2020-04-22,1196630,115163
EU,2020-04-23,1226459,118407
EU,2020-04-24,1256898,121471
EU,2020-04-25,1282011,124490
EU,2020-04-26,1308791,127636
EU,2020-04-27,1339345,129553
EU,2020-04-28,1363905,131682
EU,2020-04-29,1385952,134443
EU,2020-04-30,1413241,137131
EU,2020-05-01,1439224,139248
EU,2020-05-02,1468896,141525
EU,2020-05-03,1495143,143495
EU,2020-05-04,1519642,144831
EU,2020-05-05,1541925,146465
EU,2020-05-06,1568897,148587
EU,2020-05-07,1600815,150692
EU,2020-05-08,1628417,152548
EU,2020-05-09,1655449,154485
EU,2020-05-10,1680168,155693
EU,2020-05-11,1702689,156703
EU,2020-05-12,1724039,157964
EU,2020-05-13,1748084,159761
EU,2020-05-14,1769213,161246
EU,2020-05-15,1792751,162902
EU,2020-05-16,1813925,164243
EU,2020-05-17,1834532,165389
EU,2020-05-18,1853295,166571
EU,2020-05-19,1871856,167396
EU,2020-05-20,1890429,168398
EU,2020-05-21,1907555,169574
EU,2020-05-22,1926119,170609
EU,2020-05-23,1944897,171618
EU,2020-05-24,1962609,172536
EU,2020-05-25,1979533,173044
EU,2020-05-26,1996046,173774
EU,2020-05-27,2014452,174620
EU,2020-05-28,2031523,175734
EU,2020-05-29,2052302,176800
EU,2020-05-30,2070506,177759
EU,2020-05-31,2088615,178520
EU,2020-06-01,2104554,179041
EU,2020-06-02,2119744,180064
EU,2020-06-03,2134670,180964
EU,2020-06-04,2153049,181891
EU,2020-06-05,2171370,182544
EU,2020-06-06,2189258,183507
EU,2020-06-07,2205514,184103
EU,2020-06-08,2222744,184486
EU,2020-06-09,2238623,185026
EU,2020-06-10,2255256,185895
EU,2020-06-11,2271694,186657
EU,2020-06-12,2289767,187210
EU,2020-06-13,2307493,187784
EU,2020-06-14,2325231,188315
EU,2020-06-15,2341720,188656
EU,2020-06-16,2357615,189075
EU,2020-06-17,2374175,189867
EU,2020-06-18,2391605,190558
EU,2020-06-19,2409313,191150
EU,2020-06-20,2425129,191659
EU,2020-06-21,2440647,192071
EU,2020-06-22,2454857,192335
EU,2020-06-23,2472127,192751
EU,2020-06-24,2488373,193446
EU,2020-06-25,2504529,193863
EU,2020-06-26,2521043,194399
EU,2020-06-27,2538347,195009
EU,2020-06-28,2552178,195340
EU,2020-06-29,2565435,195612
EU,2020-06-30,2582051,195982
EU,2020-07-01,2596359,196574
EU,2020-07-02,2612352,197084
EU,2020-07-03,2597537,197591
EU,2020-07-04,2612439,198088
EU,2020-07-05,2625205,198418
EU,2020-07-06,2638327,198722
EU,2020-07-07,2652909,199095
EU,2020-07-08,2666933,199652
EU,2020-07-09,2682246,200175
EU,2020-07-10,2697887,200621
EU,2020-07-11,2713236,201049
EU,2020-07-12,2726964,201453
EU,2020-07-13,2740350,201697
EU,2020-07-14,2755089,202035
EU,2020-07-15,2770737,202503
EU,2020-07-16,2787013,203013
EU,2020-07-17,2803433,203450
EU,2020-07-18,2819628,203864
EU,2020-07-19,2833942,204117
EU,2020-07-20,2846956,204339
EU,2020-07-21,2861898,204662
EU,2020-07-22,2876859,205100
EU,2020-07-23,2893887,205524
EU,2020-07-24,2912479,205919
EU,2020-07-25,2930957,206371
EU,2020-07-26,2945139,206626
"NA",2020-01-20,1,0
"NA",2020-01-21,1,0
"NA",2020-01-22,1,0
"NA",2020-01-23,1,0
"NA",2020-01-24,2,0
"NA",2020-01-25,2,0
"NA",2020-01-26,6,0
"NA",2020-01-27,7,0
"NA",2020-01-28,8,0
"NA",2020-01-29,8,0
"NA",2020-01-30,9,0
"NA",2020-01-31,11,0
"NA",2020-02-01,12,0
"NA",2020-02-02,12,0
"NA",2020-02-03,15,0
"NA",2020-02-04,15,0
"NA",2020-02-05,16,0
"NA",2020-02-06,17,0
"NA",2020-02-07,19,0
"NA",2020-02-08,19,0
"NA",2020-02-09,19,0
"NA",2020-02-10,19,0
"NA",2020-02-11,20,0
"NA",2020-02-12,20,0
"NA",2020-02-13,22,0
"NA",2020-02-14,22,0
"NA",2020-02-15,22,0
"NA",2020-02-16,22,0
"NA",2020-02-17,23,0
"NA",2020-02-18,23,0
"NA",2020-02-19,23,0
"NA",2020-02-20,23,0
"NA",2020-02-21,42,0
"NA",2020-02-22,44,0
"NA",2020-02-23,44,0
"NA",2020-02-24,63,0
"NA",2020-02-25,63,0
"NA",2020-02-26,70,0
"NA",2020-02-27,70,0
"NA",2020-02-28,78,0
"NA",2020-02-29,78,0
"NA",2020-03-01,83,0
"NA",2020-03-02,100,0
"NA",2020-03-03,147,2
"NA",2020-03-04,168,5
"NA",2020-03-05,202,10
"NA",2020-03-06,271,11
"NA",2020-03-07,281,11
"NA",2020-03-08,291,11
"NA",2020-03-09,566,19
"NA",2020-03-10,801,25
"NA",2020-03-11,829,27
"NA",2020-03-12,1128,31
"NA",2020-03-13,1490,38
"NA",2020-03-14,1973,43
"NA",2020-03-15,2166,44
"NA",2020-03-16,2209,45
"NA",2020-03-17,4261,63
"NA",2020-03-18,8042,115
"NA",2020-03-19,11700,168
"NA",2020-03-20,16766,220
"NA",2020-03-21,16979,225
"NA",2020-03-22,16979,225
"NA",2020-03-23,33937,435
"NA",2020-03-24,55309,722
"NA",2020-03-25,55309,722
"NA",2020-03-26,74205,1060
"NA",2020-03-27,74206,1060
"NA",2020-03-28,92035,1335
"NA",2020-03-29,111227,1786
"NA",2020-03-30,131823,2246
"NA",2020-03-31,151314,2578
"NA",2020-04-01,175677,3076
"NA",2020-04-02,201765,4117
"NA",2020-04-03,229772,5109
"NA",2020-04-04,260067,6230
"NA",2020-04-05,293953,7476
"NA",2020-04-06,328866,8867
"NA",2020-04-07,358256,10188
"NA",2020-04-08,389721,11580
"NA",2020-04-09,423499,13559
"NA",2020-04-10,456968,15621
"NA",2020-04-11,494556,17656
"NA",2020-04-12,528554,19706
"NA",2020-04-13,562553,21805
"NA",2020-04-14,593889,23437
"NA",2020-04-15,620363,25081
"NA",2020-04-16,648554,27702
"NA",2020-04-17,679592,34272
"NA",2020-04-18,715176,36554
"NA",2020-04-19,748119,39184
"NA",2020-04-20,779137,41242
"NA",2020-04-21,809703,43206
"NA",2020-04-22,838265,45528
"NA",2020-04-23,865125,48415
"NA",2020-04-24,897736,51092
"NA",2020-04-25,932030,53121
"NA",2020-04-26,973920,55608
"NA",2020-04-27,1009423,57815
"NA",2020-04-28,1041550,59114
"NA",2020-04-29,1067224,60681
"NA",2020-04-30,1090924,62984
"NA",2020-05-01,1125794,66249
"NA",2020-05-02,1161255,68554
"NA",2020-05-03,1192357,73911
"NA",2020-05-04,1230415,74451
"NA",2020-05-05,1262130,74098
"NA",2020-05-06,1281815,75193
"NA",2020-05-07,1307224,78121
"NA",2020-05-08,1333286,80487
"NA",2020-05-09,1367877,83799
"NA",2020-05-10,1398000,85775
"NA",2020-05-11,1428766,87821
"NA",2020-05-12,1456126,89113
"NA",2020-05-13,1477434,90453
"NA",2020-05-14,1502466,92413
"NA",2020-05-15,1527211,94561
"NA",2020-05-16,1559124,97049
"NA",2020-05-17,1586507,98769
"NA",2020-05-18,1622612,100563
"NA",2020-05-19,1640075,101517
"NA",2020-05-20,1669242,102675
"NA",2020-05-21,1697436,104456
"NA",2020-05-22,1724292,106400
"NA",2020-05-23,1750094,108051
"NA",2020-05-24,1779707,110502
"NA",2020-05-25,1811920,111860
"NA",2020-05-26,1832415,112788
"NA",2020-05-27,1861980,113750
"NA",2020-05-28,1884631,115166
"NA",2020-05-29,1910218,117201
"NA",2020-05-30,1937353,119057
"NA",2020-05-31,1960979,120612
"NA",2020-06-01,1989839,122019
"NA",2020-06-02,2021600,123102
"NA",2020-06-03,2041180,124176
"NA",2020-06-04,2072338,125804
"NA",2020-06-05,2093384,127890
"NA",2020-06-06,2120206,129889
"NA",2020-06-07,2155852,131774
"NA",2020-06-08,2190840,132929
"NA",2020-06-09,2214675,133657
"NA",2020-06-10,2237509,134631
"NA",2020-06-11,2261720,136554
"NA",2020-06-12,2289809,138233
"NA",2020-06-13,2319222,139847
"NA",2020-06-14,2349424,141160
"NA",2020-06-15,2381295,142338
"NA",2020-06-16,2409672,143063
"NA",2020-06-17,2434225,144078
"NA",2020-06-18,2469646,145638
"NA",2020-06-19,2500961,147260
"NA",2020-06-20,2532804,148753
"NA",2020-06-21,2578288,150204
"NA",2020-06-22,2619276,151276
"NA",2020-06-23,2655368,152694
"NA",2020-06-24,2689572,153949
"NA",2020-06-25,2733509,155637
"NA",2020-06-26,2779470,157365
"NA",2020-06-27,2830234,160710
"NA",2020-06-28,2883565,162208
"NA",2020-06-29,2936398,163403
"NA",2020-06-30,2985373,164621
"NA",2020-07-01,3029390,165575
"NA",2020-07-02,3082468,166883
"NA",2020-07-03,3146471,168474
"NA",2020-07-04,3211339,169951
"NA",2020-07-05,3275143,171475
"NA",2020-07-06,3344498,172293
"NA",2020-07-07,3398075,172892
"NA",2020-07-08,3453222,173804
"NA",2020-07-09,3514520,175748
"NA",2020-07-10,3590585,177661
"NA",2020-07-11,3662316,179308
"NA",2020-07-12,3740586,180940
"NA",2020-07-13,3814340,182511
"NA",2020-07-14,3883813,183190
"NA",2020-07-15,3952186,184125
"NA",2020-07-16,4025427,185863
"NA",2020-07-17,4104532,187519
"NA",2020-07-18,4188503,189226
"NA",2020-07-19,4275825,191041
"NA",2020-07-20,4359833,192606
"NA",2020-07-21,4434018,193520
"NA",2020-07-22,4502679,194427
"NA",2020-07-23,4577522,196543
"NA",2020-07-24,4659334,198529
"NA",2020-07-25,4745992,200481
"NA",2020-07-26,4760656,201395
OC,2020-01-25,3,0
OC,2020-01-26,4,0
OC,2020-01-27,5,0
OC,2020-01-28,5,0
OC,2020-01-29,7,0
OC,2020-01-30,9,0
OC,2020-01-31,9,0
OC,2020-02-01,12,0
OC,2020-02-02,12,0
OC,2020-02-03,12,0
OC,2020-02-04,13,0
OC,2020-02-05,14,0
OC,2020-02-06,15,0
OC,2020-02-07,15,0
OC,2020-02-08,15,0
OC,2020-02-09,15,0
OC,2020-02-10,15,0
OC,2020-02-11,15,0
OC,2020-02-12,15,0
OC,2020-02-13,15,0
OC,2020-02-14,15,0
OC,2020-02-15,15,0
OC,2020-02-16,15,0
OC,2020-02-17,15,0
OC,2020-02-18,15,0
OC,2020-02-19,15,0
OC,2020-02-20,15,0
OC,2020-02-21,17,0
OC,2020-02-22,21,0
OC,2020-02-23,22,0
OC,2020-02-24,22,0
OC,2020-02-25,23,0
OC,2020-02-26,23,0
OC,2020-02-27,23,0
OC,2020-02-28,24,0
OC,2020-02-29,26,0
OC,2020-03-01,28,1
OC,2020-03-02,34,1
OC,2020-03-03,35,1
OC,2020-03-04,35,1
OC,2020-03-05,59,2
OC,2020-03-06,66,2
OC,2020-03-07,75,2
OC,2020-03-08,82,3
OC,2020-03-09,97,3
OC,2020-03-10,97,3
OC,2020-03-11,127,3
OC,2020-03-12,146,3
OC,2020-03-13,195,3
OC,2020-03-14,204,3
OC,2020-03-15,307,5
OC,2020-03-16,345,5
OC,2020-03-17,431,5
OC,2020-03-18,538,6
OC,2020-03-19,774,6
OC,2020-03-20,955,7
OC,2020-03-21,1184,7
OC,2020-03-22,1201,7
OC,2020-03-23,1867,8
OC,2020-03-24,2344,9
OC,2020-03-25,2687,9
OC,2020-03-26,3143,12
OC,2020-03-27,3418,14
OC,2020-03-28,4153,15
OC,2020-03-29,4555,18
OC,2020-03-30,4911,20
OC,2020-03-31,5274,21
OC,2020-04-01,5641,23
OC,2020-04-02,5842,25
OC,2020-04-03,6277,31
OC,2020-04-04,6435,33
OC,2020-04-05,6679,40
OC,2020-04-06,6900,45
OC,2020-04-07,6984,48
OC,2020-04-08,7141,52
OC,2020-04-09,7266,57
OC,2020-04-10,7392,59
OC,2020-04-11,7552,66
OC,2020-04-12,7593,70
OC,2020-04-13,7619,73
OC,2020-04-14,7673,77
OC,2020-04-15,7731,77
OC,2020-04-16,7779,79
OC,2020-04-17,7797,81
OC,2020-04-18,7871,85
OC,2020-04-19,7948,88
OC,2020-04-20,7961,89
OC,2020-04-21,7978,91
OC,2020-04-22,8006,95
OC,2020-04-23,8023,98
OC,2020-04-24,8032,100
OC,2020-04-25,8055,104
OC,2020-04-26,8076,106
OC,2020-04-27,8088,109
OC,2020-04-28,8105,110
OC,2020-04-29,8121,114
OC,2020-04-30,8132,116
OC,2020-05-01,8152,118
OC,2020-05-02,8159,120
OC,2020-05-03,8178,120
OC,2020-05-04,8199,122
OC,2020-05-05,8223,122
OC,2020-05-06,8250,124
OC,2020-05-07,8280,125
OC,2020-05-08,8303,125
OC,2020-05-09,8322,125
OC,2020-05-10,8340,125
OC,2020-05-11,8355,125
OC,2020-05-12,8365,125
OC,2020-05-13,8382,125
OC,2020-05-14,8393,126
OC,2020-05-15,8409,126
OC,2020-05-16,8439,126
OC,2020-05-17,8459,126
OC,2020-05-18,8468,126
OC,2020-05-19,8487,127
OC,2020-05-20,8495,127
OC,2020-05-21,8517,128
OC,2020-05-22,8521,128
OC,2020-05-23,8535,129
OC,2020-05-24,8547,130
OC,2020-05-25,8550,130
OC,2020-05-26,8559,130
OC,2020-05-27,8576,130
OC,2020-05-28,8583,132
OC,2020-05-29,8596,132
OC,2020-05-30,8619,132
OC,2020-05-31,8632,132
OC,2020-06-01,8642,132
OC,2020-06-02,8652,132
OC,2020-06-03,8672,132
OC,2020-06-04,8682,131
OC,2020-06-05,8697,131
OC,2020-06-06,8708,131
OC,2020-06-07,8712,131
OC,2020-06-08,8718,131
OC,2020-06-09,8724,131
OC,2020-06-10,8730,131
OC,2020-06-11,8732,131
OC,2020-06-12,8750,131
OC,2020-06-13,8757,131
OC,2020-06-14,8770,131
OC,2020-06-15,8788,131
